tag_name,tag,opacity,fill_h,fill_s,fill_l,stroke_h,stroke_s,stroke_l,stroke_width,layer,bbox_min_top,bbox_max_bottom,bbox_min_left,bbox_max_right,bbox_center_x,bbox_center_y,bbox_width,bbox_height,bbox_fill_area,bbox_stroke_area
svg/g_12/g_31/path_24,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 0, 0]",248.7,249.5,92.14772727272728,95.2159090909091,93.68181818181819,249.1,3.068181818181813,0.8000000000000114,0.0,0.0
svg/g_12/g_31/path_23,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 0, 1]",244.3,252.4,96.0340909090909,101.45454545454545,98.74431818181819,248.35000000000002,5.420454545454547,8.099999999999994,0.0,0.0
svg/g_12/g_31/path_22,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 0, 2]",250.89999999999998,252.5,102.47727272727273,103.9090909090909,103.19318181818181,251.7,1.4318181818181728,1.6000000000000227,0.0,0.0
svg/g_12/g_31/path_21,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 0, 3]",244.60000000000002,252.5,104.93181818181819,109.8409090909091,107.38636363636364,248.55,4.9090909090909065,7.899999999999977,0.0,0.0
svg/g_12/g_30/path_20,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 1, 0]",179.6,187.7,96.0340909090909,101.45454545454545,98.74431818181819,183.64999999999998,5.420454545454547,8.099999999999994,0.0,0.0
svg/g_12/g_30/path_19,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 1, 1]",186.1,187.70000000000002,102.47727272727273,103.9090909090909,103.19318181818181,186.9,1.4318181818181728,1.6000000000000227,0.0,0.0
svg/g_12/g_30/path_18,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 1, 2]",179.6,187.7,104.82954545454544,110.25,107.53977272727272,183.64999999999998,5.420454545454561,8.099999999999994,0.0,0.0
svg/g_12/g_29/path_17,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 2, 0]",116.5,124.6,96.0340909090909,101.45454545454545,98.74431818181819,120.55,5.420454545454547,8.099999999999994,0.0,0.0
svg/g_12/g_29/path_16,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 2, 1]",123.10000000000001,124.7,102.47727272727273,103.9090909090909,103.19318181818181,123.9,1.4318181818181728,1.5999999999999943,0.0,0.0
svg/g_12/g_29/path_15,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 2, 2]",116.8,124.7,104.93181818181819,109.8409090909091,107.38636363636364,120.75,4.9090909090909065,7.900000000000006,0.0,0.0
svg/g_12/g_28/path_14,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 3, 0]",52.3,60.1,96.85227272727273,99.51136363636364,98.18181818181819,56.2,2.6590909090909065,7.800000000000004,0.0,0.0
svg/g_12/g_28/path_13,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 3, 1]",58.599999999999994,60.2,102.47727272727273,103.9090909090909,103.19318181818181,59.4,1.4318181818181728,1.6000000000000085,0.0,0.0
svg/g_12/g_28/path_12,6,1.0,0.0,0.0,50.19607843137255,0.0,0.0,0.0,0.0,"[0, 0, 3, 2]",52.1,60.2,104.82954545454544,110.25,107.53977272727272,56.150000000000006,5.420454545454561,8.100000000000001,0.0,0.0
svg/g_12/g_26/g_27/line_16,3,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.5,"[0, 0, 4, 0, 0]",248.75,249.25,115.82386363636364,793.8920454545455,454.85795454545456,249.0,678.0681818181819,0.5,0.0,331.25
svg/g_12/g_26/g_27/line_15,3,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.5,"[0, 0, 4, 0, 1]",184.75,185.25,115.82386363636364,793.8920454545455,454.85795454545456,185.0,678.0681818181819,0.5,0.0,331.25
svg/g_12/g_26/g_27/line_14,3,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.5,"[0, 0, 4, 0, 2]",120.75,121.25,115.82386363636364,793.8920454545455,454.85795454545456,121.0,678.0681818181819,0.5,0.0,331.25
svg/g_12/g_26/g_27/line_13,3,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.5,"[0, 0, 4, 0, 3]",56.75,57.25,115.82386363636364,793.8920454545455,454.85795454545456,57.0,678.0681818181819,0.5,0.0,331.25
svg/g_12/g_25/line_12,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 5, 0]",312.5,313.5,119.86363636363637,794.6590909090909,457.2613636363636,313.0,674.7954545454545,1.0,0.0,658.8
svg/g_12/line_11,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 6]",312.5,321.0,193.60227272727272,194.625,194.11363636363637,316.75,1.0227272727272805,8.5,0.0,7.5
svg/g_12/line_10,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 7]",312.5,321.0,299.25,300.27272727272725,299.7613636363636,316.75,1.022727272727252,8.5,0.0,7.5
svg/g_12/line_9,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 8]",312.5,321.0,404.7954545454545,405.81818181818187,405.3068181818182,316.75,1.0227272727273657,8.5,0.0,7.5
svg/g_12/line_8,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 9]",312.5,321.0,510.3409090909091,511.3636363636364,510.85227272727275,316.75,1.022727272727252,8.5,0.0,7.5
svg/g_12/line_7,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 10]",312.5,321.0,615.9886363636364,617.0113636363636,616.5,316.75,1.022727272727252,8.5,0.0,7.5
svg/g_12/line_6,3,1.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,"[0, 0, 11]",312.5,321.0,721.5340909090909,722.5568181818182,722.0454545454545,316.75,1.0227272727273657,8.5,0.0,7.5
