tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/line_8,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.09609949123798756,0.8432259280195967,0.08283378746594007,0.09373297002724797,0.46966270962879214,0.08828337874659402,0.7471264367816092,0.010899182561307896,0.0,0.17064945535101547,0.36549642968928103,0.10883784564124456
svg/line_7,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.001884303749764462,0.8899566610137554,0.4926430517711171,0.5035422343324251,0.4459204823817599,0.49809264305177114,0.8880723572639909,0.010899182561307964,0.0,0.175085022723503,0.5828988034840044,0.4423528694659342
svg/line_6,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.4428113811946486,0.9992462785000942,0.9019073569482288,0.9128065395095366,0.7210288298473715,0.9073569482288827,0.5564348973054456,0.010899182561307827,0.0,0.1630790587976235,0.5553455841007537,0.8896907249277162
svg/rect_5,0.0,0.7071067811865476,1.0,0.5,1.0,0.6941176470588235,0.6258305444551311,0.7029561956349101,0.6312193897041561,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.2029395138496326,0.4303749764462031,0.0,0.1743869209809264,0.3166572451479178,0.0871934604904632,0.2274354625965706,0.1743869209809264,0.7041559664692705,0.16411131377561017,0.5199941916205167,0.08177763160117626
svg/rect_4,0.0,0.7071067811865476,1.0,0.5,0.5081967213114754,0.7607843137254902,0.7279198047772557,0.48619738449993766,0.5673082067450647,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.42999811569625024,0.5839457320520067,0.0,0.1743869209809264,0.5069719238741285,0.0871934604904632,0.15394761635575657,0.1743869209809264,0.6708949545533653,0.15658274010383258,0.29595141645565176,0.1665551052881561
svg/rect_3,0.0,0.7071067811865476,1.0,0.5,1.0,0.6941176470588235,0.6258305444551311,0.7029561956349101,0.6312193897041561,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.04465799886941774,0.5057471264367815,0.41144414168937327,0.5858310626702996,0.2752025626530996,0.49863760217983644,0.46108912756736387,0.17438692098092634,0.7643973879905355,0.17929694080413194,0.7313123445898594,0.39038006794258995
svg/rect_2,0.0,0.7071067811865476,1.0,0.5,0.5081967213114754,0.7607843137254902,0.7279198047772557,0.48619738449993766,0.5673082067450647,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.506312417561711,0.752590917655926,0.41144414168937327,0.5858310626702996,0.6294516676088184,0.49863760217983644,0.24627850009421512,0.17438692098092634,0.7109403646774823,0.16573115416140125,0.3780188624003676,0.5317515564421841
svg/rect_1,0.0,0.7071067811865476,1.0,0.5,1.0,0.6941176470588235,0.6258305444551311,0.7029561956349101,0.6312193897041561,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.6589410212926324,0.8128886376483888,0.8256130790190734,1.0,0.7359148294705106,0.9128065395095366,0.1539476163557564,0.17438692098092634,0.6708949545533653,0.15658274010383258,0.4619354169354888,0.8936726212701172
svg/rect,0.0,0.7071067811865476,1.0,0.5,0.5081967213114754,0.7607843137254902,0.7279198047772557,0.48619738449993766,0.5673082067450647,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.8134539287733182,0.910872432636141,0.8256130790190734,1.0,0.8621631807047297,0.9128065395095366,0.09741850386282272,0.17438692098092634,0.6319009981691478,0.14876803696529367,0.3582332036617803,0.9442094940396007
svg/line_5,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.09515733936310533,0.09892594686263426,0.03542234332425071,0.1416893732970027,0.0970416431128698,0.0885558583106267,0.003768607499528924,0.10626702997275203,0.0,0.0916550562754041,0.736424742730743,0.0
svg/line_4,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.0,0.003768607499528924,0.44468664850136236,0.5509536784741144,0.001884303749764462,0.49782016348773844,0.003768607499528924,0.106267029972752,0.0,0.0916550562754041,1.0,0.29259968498196653
svg/line_3,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.4409270774448841,0.444695684944413,0.8544959128065392,0.9607629427792914,0.4428113811946486,0.9076294277929157,0.003768607499528924,0.106267029972752,0.0,0.0916550562754041,0.7714032183053338,0.7838181653169729
svg/line_2,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.9962313925004711,1.0,0.8539509536784738,0.960217983651226,0.9981156962502356,0.9070844686648499,0.003768607499528924,0.106267029972752,0.0,0.0916550562754041,0.2438127918163709,1.0
svg/line_1,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.8878839268890145,0.8916525343885434,0.4452316076294278,0.5514986376021797,0.889768230638779,0.49836512261580374,0.003768607499528924,0.10626702997275188,0.0,0.09165505627540409,0.13963470394246294,0.6358397638599037
svg/line,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.2,0.06374017898624963,0.11228938320754929,0.1603021303144222,0.3,0.8392688901450912,0.8430374976446202,0.03378746594005451,0.14005449591280658,0.8411531938948557,0.08692098092643051,0.003768607499528924,0.10626702997275207,0.0,0.0916550562754041,0.0,0.2934788206572154
