tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/g/g_1/g_2/g_3/g_5/path_25,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.031250000000000014,0.9413209026383108,1.0,0.015625000000000007,0.9706604513191553,0.03125000000000001,0.05867909736168948,0.0,0.0,0.6977048386586012,0.0
svg/g/g_1/g_2/g_3/g_5/path_24,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.5468750000000001,0.5781250000000001,0.38747607210293555,1.0,0.5625,0.6937380360514678,0.031249999999999993,0.6125239278970648,0.0,0.0,0.5494043459443664,0.9166207906798858
svg/g/g_1/g_2/g_3/g_5/path_23,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.3125,0.34375,0.2375405931968141,1.0,0.32812499999999994,0.6187702965984071,0.031249999999999993,0.762459406803186,0.0,0.0,0.777990065360681,0.7595880370663919
svg/g/g_1/g_2/g_3/g_5/path_22,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.703125,0.7343750000000001,0.9409082658643918,1.0,0.71875,0.9704541329321961,0.031250000000000056,0.05909173413560831,0.0,0.0,0.21283900197678401,0.6943547836680649
svg/g/g_1/g_2/g_3/g_5/path_21,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.8593750000000001,0.890625,0.7085289440973414,1.0,0.875,0.8542644720486708,0.031249999999999927,0.29147105590265876,0.0,0.0,0.19554589839048228,1.0
svg/g/g_1/g_2/g_3/g_5/path_20,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15625000000000003,0.18750000000000006,0.0,1.0,0.17187500000000003,0.5000000000000001,0.03125000000000002,1.0000000000000002,0.0,0.0,0.9803913640357738,0.7957088232995134
svg/g/g_1/g_2/g_3/g_5/path_19,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.07812500000000001,0.10937500000000004,0.08543080939560409,1.0,0.09375000000000003,0.5427154046978021,0.03125000000000002,0.9145691906043961,0.0,0.0,1.0,0.6516604975623768
svg/g/g_1/g_2/g_3/g_5/path_18,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.7812500000000001,0.8125000000000002,0.8204226211591892,1.0,0.7968750000000001,0.9102113105795946,0.031250000000000056,0.17957737884081099,0.0,0.0,0.20680482532143668,0.8517193297128739
svg/g/g_1/g_2/g_3/g_5/path_17,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.6250000000000001,0.65625,0.7984036726586986,1.0,0.6406250000000001,0.8992018363293494,0.031249999999999927,0.20159632734130142,0.0,0.0,0.32609432464879956,0.7169526856121475
svg/g/g_1/g_2/g_3/g_5/path_16,0.75,0.7071067811865476,0.07279029772675538,0.24020802498228377,0.3770491803278688,0.4784313725490195,0.4924730515152571,0.3184312492350713,0.36231201135306,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.9375,0.9687500000000001,0.9803063823793231,1.0,0.953125,0.9901531911896616,0.031250000000000056,0.019693617620676975,0.0,0.0,0.026408248989143505,0.8749479248699727
