tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/g/g_13/path_240,0.75,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5668810289389068,0.7466237942122186,0.19044391731616397,0.4611995933581836,0.6567524115755627,0.32582175533717384,0.17974276527331182,0.27075567604201967,0.0,0.1224076186115711,0.43903937785464253,0.7580700167902631
svg/g/g_13/path_239,0.75,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5564308681672027,0.7424437299035369,0.2761775669264656,0.4696712978651304,0.6494372990353696,0.37292443239579803,0.1860128617363344,0.19349373093866484,0.0,0.12094765922960625,0.48258621220928183,0.719202803454996
svg/g/g_13/path_238,0.75,0.7071067811865476,1.0,0.5,1.0,0.7254901960784313,0.6556443687495351,0.6628500576960051,0.6193936290059483,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5929260450160772,0.7483922829581994,0.16502880379532353,0.4466282616062351,0.6706591639871382,0.3058285327007793,0.1554662379421222,0.28159945781091156,0.0,0.12022049707469167,0.42873691015235593,0.7844270304149841
svg/g/g_13/path_237,0.75,0.7071067811865476,1.0,0.5,0.0,0.9019607843137255,0.9129297226428272,0.37428564051742175,0.5343051234687527,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5815112540192926,0.7482315112540192,0.5469332429684851,0.8234496780752286,0.664871382636656,0.6851914605218569,0.1667202572347267,0.27651643510674345,0.0,0.12113833438884354,0.8032969910494159,0.5289830817787851
svg/g/g_13/path_236,0.75,0.7071067811865476,1.0,0.5,0.9999999999999996,0.8254901960784313,0.7685377559017627,0.5408823909382164,0.5834290401940255,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5717041800643088,0.7454983922829582,0.5415113520840393,0.7766858691968823,0.6586012861736336,0.6590986106404609,0.17379421221864946,0.2351745171128431,0.0,0.12051834347540323,0.7714937027029126,0.5412627348217071
svg/g/g_13/path_235,0.75,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5668810289389068,0.7438906752411575,0.5384615384615384,0.743476787529651,0.6553858520900321,0.6409691629955947,0.17700964630225074,0.2050152490681125,0.0,0.11994767266160772,0.7505094579587624,0.5507336057599616
svg/g/g_13/path_234,0.75,0.7071067811865476,1.0,0.5,1.0,0.7254901960784313,0.6556443687495351,0.6628500576960051,0.6193936290059483,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.6340836012861736,0.757395498392283,0.07217892239918673,0.4320569298542867,0.6957395498392283,0.2521179261267367,0.1233118971061093,0.35987800745509996,0.0,0.12101100058595467,0.3887995243760585,0.8466807655865937
svg/g/g_13/path_233,0.75,0.7071067811865476,1.0,0.5,0.9999999999999996,0.8254901960784313,0.7685377559017627,0.5408823909382164,0.5834290401940255,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.6567524115755627,0.7617363344051447,0.04371399525584549,0.42629617078956283,0.7092443729903537,0.23500508302270418,0.10498392282958192,0.3825821755337174,0.0,0.12111486724884678,0.37964755902435715,0.8720646122060666
svg/g/g_13/path_232,0.75,0.7071067811865476,1.0,0.5,0.9999999999999996,0.8254901960784313,0.7685377559017627,0.5408823909382164,0.5834290401940255,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.682475884244373,0.7681672025723474,0.015926804473059993,0.4215520162656727,0.7253215434083601,0.21873941036936634,0.08569131832797439,0.4056252117926127,0.0,0.1218569956666603,0.37284132520295465,0.8995675837295489
svg/g/g_13/path_231,0.75,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5983922829581996,0.7503215434083602,0.5543883429345984,0.8505591324974583,0.67435691318328,0.7024737377160284,0.15192926045016078,0.29617078956285997,0.0,0.12044858148270957,0.8278784221854655,0.5261173650196048
svg/g/g_13/path_230,0.75,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.3,0.15,0.0,1.0,0.2999999535999938,0.11228523334351681,0.16029022025678266,0.21213203435596426,0.5541800643086816,0.7416398713826365,0.5276177566926464,0.6851914605218569,0.6479099678456591,0.6064046086072516,0.18745980707395501,0.15757370382921043,0.0,0.12009409089159798,0.7106468357745295,0.5671154228584598
