tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,containment_mds,adjacency_mds,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/text_78,0.875,1.0,0.1316670927084751,1.4959818163145178,1.0,0.44313725490196076,0.0,0.0,0.0,0.0,0.0,0.40386714864504236,0.5961328513549576,0.23958333333333343,0.5000000000000001,0.5930775332301866,0.44501513897512934,1.0,0.0,0.19226570270991522,0.2604166666666667,0.5723247490992619
svg/g/text_77,0.875,1.0,0.5389074985506745,0.11264792494342823,0.5042735042735044,0.5411764705882354,0.0,0.0,0.0,0.0,0.0,0.6192411266648874,0.6961474077488536,0.5000000000000001,0.6562500000000002,0.3747585432003099,0.39114951587891605,1.0,0.8013604274880302,0.0769062810839661,0.15625000000000014,0.4563103460516366
svg/g/text_76,0.875,1.0,0.2017536809921069,0.3976688500580856,0.3767441860465117,0.5784313725490197,0.0,0.0,0.0,0.0,0.0,0.28462602198015485,0.39998544360610405,0.34375000000000006,0.5000000000000001,0.5996638509567657,0.5957791144518364,1.0,0.10500488012759666,0.11535942162594923,0.15625000000000003,0.4892365150398266
svg/g/text_75,0.875,1.0,1.8624659250699804,1.5061151332386564,0.9866666666666668,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.29616196414274987,0.3884495014435091,0.5833333333333336,0.7083333333333334,0.4273955182406839,0.6754146503024695,1.0,0.5597064918187409,0.09228753730075931,0.12499999999999989,0.452997787711651
svg/g/text_74,0.875,1.0,1.2502075780032782,0.031807783593705174,0.9483870967741936,0.696078431372549,0.0,0.0,0.0,0.0,0.0,0.6230864407190858,0.6923020936946553,0.2916666666666667,0.3854166666666667,0.5585969877796794,0.3064135635979651,1.0,0.5597064918187409,0.06921565297556957,0.09374999999999999,0.4063756661168106
svg/g/text_73,0.875,1.0,1.9621186301169313,1.272631145656397,0.9901477832512317,0.6019607843137255,0.0,0.0,0.0,0.0,0.0,0.6871871386173044,0.733330907267684,0.65625,0.7500000000000001,0.2618840911315163,0.39369762591476143,1.0,0.856548372986925,0.04614376865037962,0.0937500000000001,0.37362620472648983
svg/g/text_72,0.875,1.0,1.2502075780032782,0.031807783593705174,0.9483870967741936,0.696078431372549,0.0,0.0,0.0,0.0,0.0,0.7282159521903329,0.7974316051659024,0.3958333333333336,0.48958333333333365,0.4441052399566592,0.2574565675690153,1.0,0.5597064918187409,0.06921565297556957,0.0937500000000001,0.4063756661168106
svg/g/text_71,0.875,1.0,0.07659826286160587,0.616165098186999,0.9905660377358493,0.5843137254901961,0.0,0.0,0.0,0.0,0.0,0.5935935693086521,0.616665453633842,0.5625,0.65625,0.36790428022118254,0.4467171513676055,1.0,0.2350759560537674,0.02307188432518988,0.09374999999999986,0.3179924355910783
svg/g/text_70,0.875,1.0,0.2017536809921069,0.3976688500580856,0.3767441860465117,0.5784313725490197,0.0,0.0,0.0,0.0,0.0,0.2512878365155229,0.32819411759948897,0.28125,0.34375000000000006,0.7003581523902316,0.5999697023268736,1.0,0.8704427002853196,0.07690628108396613,0.06250000000000006,0.3821251644306318
svg/g/text_69,0.875,1.0,1.9986884596454728,1.051199224319833,0.9484536082474225,0.6196078431372549,0.0,0.0,0.0,0.0,0.0,0.7474425224613245,0.778205034894911,0.6041666666666666,0.6666666666666667,0.29615263854672147,0.3262868801922512,1.0,0.5597064918187409,0.030762512433586547,0.062499999999999944,0.3086036506683192
