tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,containment_mds,adjacency_mds,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/path_17,0.75,1.0,0.08278869849454673,0.6015989101537592,0.46558704453441296,0.48431372549019613,1.0,0.5,0.0,1.0,1.0,0.4998846660202723,0.691983357036851,0.0,0.49987889010794007,0.45481587239894083,0.00014653358414181873,0.0,0.47058823529411764,0.1920986910165785,0.49987889010794007,0.0
svg/g/path_16,0.75,1.0,0.010727667037011668,0.8539169714375887,0.39370078740157477,0.4980392156862745,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,0.8585412828019259,0.03854500960325232,0.49987889010794007,0.6253529971722468,0.0,0.0,0.9411764705882353,0.35865661678165345,0.46133388050468777,0.0
svg/g/path_15,0.75,1.0,0.019365229531022266,1.195845467007167,0.3811659192825112,0.5627450980392157,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,0.9671276018402809,0.15242300947979026,0.49987889010794007,0.7752088350790344,0.06573205760937628,0.0,0.7647058823529409,0.4672429358200084,0.34745588062814986,0.0
svg/g/path_14,0.75,1.0,0.15245907710716888,1.5307300481619333,0.4171428571428572,0.6568627450980392,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,1.0,0.32471455122336423,0.5327946007465597,0.8890393492067611,0.21558016628439175,0.0,0.5882352941176471,0.5001153339797276,0.20808004952319548,0.0
svg/g/path_13,0.75,1.0,0.48360253836103817,1.856349030251589,0.4198473282442749,0.7431372549019608,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,0.9976771459691574,0.49987889010794007,0.7459196112867629,1.0,0.5096269025593168,0.0,0.1764705882352942,0.4977924799488849,0.24604072117882278,0.0
svg/g/path_12,0.75,1.0,0.9469062600552506,1.9985895326803096,0.5702479338842975,0.7627450980392156,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,0.9341457946885521,0.49987889010794007,0.9051299886901779,0.9753957372650005,0.6806761942527927,0.0,0.11764705882352929,0.43426112866827965,0.40525109858223796,0.0
svg/g/path_11,0.75,1.0,1.220697435021501,1.9753423205085126,0.7142857142857143,0.7803921568627452,1.0,0.5,0.0,1.0,1.0,0.4998846660202725,0.7919565799176743,0.49987889010794007,0.9892983275676349,0.8786816969245247,0.8151153740206619,0.0,0.058823529411764726,0.2920719138974019,0.48941943745969474,0.0
svg/g/path_10,0.75,1.0,1.3601777248047102,1.9328837047320007,0.8350515463917526,0.8098039215686275,1.0,0.5,0.0,1.0,1.0,0.4060461955084561,0.6014045998184288,0.49987889010794007,1.0,0.6807670994691445,0.906758151485067,0.0,0.8823529411764703,0.19535840430997298,0.5001211098920598,0.0
svg/g/path_9,0.75,1.0,1.4632960351198616,1.8862035792312146,0.88235294117647,0.8333333333333333,1.0,0.5,0.0,1.0,1.0,0.217353474128492,0.4998846660202725,0.49987889010794007,0.9908340996241451,0.46708928358443486,1.0,0.0,0.6470588235294117,0.2825311918917805,0.49095520951620486,0.0
svg/g/path_8,0.75,1.0,1.586738834678418,1.8097762282755725,0.9529411764705884,0.8333333333333335,1.0,0.5,0.0,1.0,1.0,0.07315874429511347,0.4998846660202725,0.49987889010794007,0.9118653027419328,0.3097779806406241,0.9902512141841702,0.0,0.7058823529411764,0.42672592172515905,0.41198641263399266,0.0
