tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/line_13,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.10196078431372549,0.3,0.2314610054548135,0.23293527937490785,0.18545454545454546,1.1127272727272728,0.23219814241486064,0.649090909090909,0.0014742739200943645,0.9272727272727272,0.0
svg/g/line_12,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.3687896211116025,0.36952675807164964,0.18636363636363637,1.1118181818181818,0.36915818959162605,0.649090909090909,0.0007371369600471209,0.9254545454545454,0.0
svg/g/line_11,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.3003833112192245,0.3011204481792717,0.18636363636363637,1.1118181818181818,0.3007518796992481,0.649090909090909,0.0007371369600472028,0.9254545454545454,0.0
svg/g/line_10,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.43734335839599003,0.43808049535603716,0.18636363636363637,1.1118181818181818,0.43771192687601357,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_9,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.5057496682883679,0.506486805248415,0.18636363636363637,1.1118181818181818,0.5061182367683915,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_8,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.5743034055727554,0.5750405425328027,0.18636363636363637,1.1118181818181818,0.5746719740527789,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_7,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.6428571428571428,0.64359427981719,0.18636363636363637,1.1118181818181818,0.6432257113371663,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_6,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.711263452749521,0.712000589709568,0.18636363636363637,1.1118181818181818,0.7116320212295444,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_5,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.7798171900339083,0.7805543269939553,0.18636363636363637,1.1118181818181818,0.7801857585139319,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_4,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.8483709273182958,0.849108064278343,0.18636363636363637,1.1118181818181818,0.8487394957983194,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_3,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.9167772372106738,0.917514374170721,0.18636363636363637,1.1118181818181818,0.9171458056906975,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_2,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,0.9853309744950611,0.9860681114551083,0.18636363636363637,1.1118181818181818,0.9856995429750847,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line_1,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,1.0537372843874393,1.0544744213474864,0.18636363636363637,1.1118181818181818,1.0541058528674627,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/line,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.3,0.15,0.0,0.5019607843137255,0.21213203435596426,1.1222910216718265,1.1230281586318738,0.18636363636363637,1.1118181818181818,1.1226595901518504,0.649090909090909,0.0007371369600471619,0.9254545454545454,0.0
svg/g/g_30/path_103,0.75,0.7071067811865476,1.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.14993365767359576,0.1587793011941619,0.2509090909090909,0.28,0.15435647943387884,0.26545454545454544,0.008845643520566127,0.02909090909090909,0.0
svg/g/g_30/path_102,0.75,0.7071067811865476,1.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16054842989827509,0.1674775173227186,0.2585454545454545,0.28072727272727266,0.16401297361049683,0.2696363636363636,0.006929087424443469,0.02218181818181816,0.0
