tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,layer_sal,bbox_min_left_n,bbox_max_right_n,bbox_min_top_n,bbox_max_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area
svg/line_96,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.5,1.2011632111868404e-10,8.46284599381371e-11,1.2011632111868404e-10,8.46284599381371e-11,0.03447701185776371,0.03447701185776371,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/line_95,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.45454545454545453,7.683171594460374e-10,5.367178921296834e-10,7.683171594460374e-10,5.367178921296834e-10,0.21959057263091164,0.21959057263091164,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/line_94,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.40909090909090906,2.3657316431291983e-09,1.638592000736188e-09,2.3657316431291983e-09,1.638592000736188e-09,0.6732688831030897,0.6732688831030897,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/line_93,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.36363636363636365,3.525087775997492e-09,2.4208418145840324e-09,3.525087775997492e-09,2.4208418145840324e-09,0.9989380642532676,0.9989380642532676,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/line_92,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.3181818181818182,2.520621093792754e-09,1.7162047925904945e-09,2.520621093792754e-09,1.7162047925904945e-09,0.7112278047527801,0.7112278047527801,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/line_91,0.375,0.6324555320336759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,0.408248290463863,0.2727272727272727,8.777384145488801e-10,5.925756925141531e-10,8.777384145488801e-10,5.925756925141531e-10,0.2466180488833921,0.2466180488833921,0.9928729806778587,0.0019120458891013384,0.0,0.14357868901992252
svg/g_5/g_6/polyline_1,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.6022727272727273,1.1006482638021632e-09,3.7948475696939436e-08,1.1006482638021632e-09,3.7948475696939436e-08,6.906433282071754e-09,6.906433282071754e-09,0.05432372505543237,0.04703632887189297,0.0,0.11763821926566706
svg/g_5/g_6/line_90,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5984848484848485,5.382614614538924e-08,3.201556670194146e-07,5.382614614538924e-08,3.201556670194146e-07,1.3504976456859122e-07,1.3504976456859122e-07,0.03294266708900855,0.044359464627151145,0.0,0.10236311989058802
svg/g_5/g_6/line_89,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5946969696969697,5.432487602016253e-07,1.8680928758272266e-06,5.432487602016253e-07,1.8680928758272266e-06,1.0607471920541783e-06,1.0607471920541783e-06,0.03310104529616726,0.09330783938814535,0.0,0.11084442747624153
svg/g_5/g_6/line_88,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5909090909090909,3.2386547985699775e-06,1.7519841838143496e-05,3.2386547985699775e-06,1.7519841838143496e-05,7.7179019422663e-06,7.7179019422663e-06,0.03294266708900857,0.027915869980879474,0.0,0.10048481491622996
svg/g_5/g_6/line_87,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5871212121212122,1.4779396137661777e-05,4.295237990541968e-05,1.4779396137661777e-05,4.295237990541968e-05,2.62772634575501e-05,2.62772634575501e-05,0.03310104529616721,0.0768642447418739,0.0,0.10789628628389983
svg/g_5/g_6/line_86,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5833333333333334,8.788068638483863e-05,0.00016949578478128258,8.788068638483863e-05,0.00016949578478128258,0.0001299592003798121,0.0001299592003798121,0.03294266708900857,0.1097514340344169,0.0,0.11365456735585076
svg/g_5/g_6/line_85,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5795454545454546,0.0003542759247487079,0.0009510912960252868,0.0003542759247487079,0.0009510912960252868,0.0006007420000743929,0.0006007420000743929,0.03310104529616726,0.06042065009560234,0.0,0.10499785240650468
svg/g_5/g_6/line_84,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8999999999999999,0.54,1.0,0.5757575757575758,0.00209097565783971,0.0029107383542497805,0.00209097565783971,0.0029107383542497805,0.002701596187755791,0.002701596187755791,0.032942667089008525,0.14225621414913964,0.0,0.1188401882669136
