tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/g/polygon_46,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.05214465937762826,0.0,0.10325516275813791,0.02607232968881413,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.5668347744123229,0.0,0.24956387940199604,1.0
svg/g/polygon_45,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.06072329688814131,0.11286795626576955,0.0,0.10325516275813791,0.08679562657695541,0.05162758137906896,0.05214465937762823,0.10325516275813791,0.583463511493291,0.0,0.22482371915830487,0.95017092730929
svg/g/polygon_44,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.12010092514718251,0.17224558452481079,0.0,0.10325516275813791,0.14617325483599664,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.596969296207378,0.0,0.19902967866424398,0.9001942263970442
svg/g/polygon_43,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.18149705634987384,0.23364171572750211,0.0,0.10325516275813791,0.207569386038688,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.609012572381559,0.0,0.1745399744635073,0.850141071197223
svg/g/polygon_42,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.24373423044575274,0.295878889823381,0.0,0.10325516275813791,0.2698065601345669,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.6196362500776361,0.0,0.1490508778734275,0.7988285679464929
svg/g/polygon_41,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.30277544154751895,0.35492010092514725,0.0,0.10325516275813791,0.3288477712363331,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.6285787014400868,0.0,0.12485834061946263,0.750070062116482
svg/g/polygon_40,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.35946173254836,0.41160639192598825,0.0,0.10325516275813791,0.3855340622371741,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.6363731166943865,0.0,0.10158000189658946,0.7029536117256273
svg/g/polygon_39,0.625,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.41799831791421366,0.4701429772918419,0.0,0.10325516275813791,0.4440706476030278,0.05162758137906896,0.05214465937762826,0.10325516275813791,0.6437066592904668,0.0,0.07777842330617418,0.654872678351851
svg/g/circle_15,0.125,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.003868797308662761,0.048275862068965524,0.16590829541477073,0.25831291564578235,0.02607232968881413,0.21211060553027652,0.04440706476030279,0.09240462023101159,0.523720179583357,0.0,0.38159558479048256,0.9343443158227853
svg/g/circle_14,0.125,0.7071067811865476,1.0,0.5,1.0,0.5,0.5323896002513147,0.86315431187456,0.6784545053269835,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.06459209419680405,0.10899915895710678,0.16590829541477073,0.25831291564578235,0.08679562657695541,0.21211060553027652,0.04440706476030274,0.09240462023101159,0.523720179583357,0.0,0.35661503596340377,0.8842165229939207
