tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,fill_luv_l,fill_luv_u,fill_luv_v,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_luv_l,stroke_luv_u,stroke_luv_v,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area,spatial_mds_1,spatial_mds_2
svg/line_39,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.035402097902097904,0.03802447552447553,0.24005681818181818,0.8735795454545454,0.03671328671328671,0.5568181818181818,0.0026223776223776225,0.6335227272727273,0.0,0.13312892409057134,0.08499164220617965,0.3648793378513126
svg/rect_9,0.0,0.5916079783099616,0.04525038025611022,0.29214720751746526,0.7061611374407584,0.41372549019607846,0.479802205912893,0.2952994744433707,0.30948882959923557,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.0017482517482517483,0.07167832167832168,0.5284090909090909,0.6988636363636364,0.03671328671328671,0.6136363636363636,0.06993006993006994,0.17045454545454544,0.6155499807641115,0.1393757467139999,0.08012451703572701,0.4788712632159031
svg/line_38,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.3,0.0,0.07342657342657342,0.5795454545454546,0.5909090909090909,0.03671328671328671,0.5852272727272727,0.07342657342657342,0.011363636363636364,0.0,0.11444242673364124,0.07852152888716195,0.4588569062312352
svg/line_37,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.00043706293706293706,0.0729895104895105,0.24005681818181818,0.24857954545454544,0.03671328671328671,0.24431818181818182,0.07255244755244755,0.008522727272727272,0.0,0.1070574182230953,0.18781880506649357,0.11868819701006161
svg/line_36,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.00043706293706293706,0.0729895104895105,0.8650568181818182,0.8735795454545454,0.03671328671328671,0.8693181818181818,0.07255244755244755,0.008522727272727272,0.0,0.1070574182230953,0.014504514317543526,0.7083941917551799
svg/circle_10,0.125,0.7071067811865476,0.04525038025611022,0.29214720751746526,0.7061611374407584,0.41372549019607846,0.479802205912893,0.2952994744433707,0.30948882959923557,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.03146853146853147,0.04195804195804196,0.9090909090909091,0.9431818181818182,0.03671328671328671,0.9261363636363636,0.01048951048951049,0.03409090909090909,0.2931266281643285,0.0,0.0,0.7569003689462527
svg/line_35,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.12281468531468531,0.12543706293706294,0.296875,0.9303977272727273,0.12412587412587413,0.6136363636363636,0.0026223776223776225,0.6335227272727273,0.0,0.13312892409057134,0.15135532540999436,0.4282244945837357
svg/rect_8,0.0,0.5916079783099616,0.9409286230837874,0.7357582434305009,1.0,0.5274509803921569,0.668813902229908,0.6718818098865692,0.7640726606304761,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.08916083916083917,0.1590909090909091,0.5,0.7840909090909091,0.12412587412587413,0.6420454545454546,0.06993006993006994,0.2840909090909091,0.6598649789993777,0.14589315979000486,0.1566986651093937,0.511867980233122
svg/line_34,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.3,0.08741258741258741,0.16083916083916083,0.6079545454545454,0.6193181818181818,0.12412587412587413,0.6136363636363636,0.07342657342657342,0.011363636363636364,0.0,0.11444242673364124,0.1501907755811102,0.5168692452666362
svg/line_33,0.375,0.7071067811865476,1.0,0.5,0.0,0.0,0.0,0.3743016759776536,0.5343511450381679,0.3,0.15,0.0,0.0,0.0,0.11229050279329608,0.16030534351145037,0.25980762113533157,0.08784965034965035,0.1604020979020979,0.296875,0.3053977272727273,0.12412587412587413,0.30113636363636365,0.07255244755244755,0.008522727272727272,0.0,0.1070574182230953,0.2518534569606584,0.1922623777316667
