tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,containment_mds,adjacency_mds,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g_1/line_55,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005246913580246911,0.005246913580246911,0.441426834211593,0.6055938386704499,0.9884784320356187,0.2804887658769516,0.0,0.7679699777713883,0.0,0.1641670044588569,0.0
svg/g_1/line_54,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02330246913580246,0.02330246913580246,0.5322253749493312,0.6477503040129712,0.9881785810052782,0.36733883849977605,0.0,0.49844721518892365,0.0,0.11552492906364004,0.0
svg/g_1/line_53,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04120370370370371,0.04120370370370371,0.5322253749493312,0.6477503040129712,0.971699556265072,0.3718213678121632,0.0,0.49844721518892365,0.0,0.11552492906364004,0.0
svg/g_1/line_52,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05925925925925927,0.05925925925925927,0.7016619375760031,0.8305634373733279,0.9926429602243707,0.5845014821278532,0.0,0.49844721518892365,0.0,0.12890149979732474,0.0
svg/g_1/line_51,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11327160493827161,0.11327160493827161,0.6197811106607215,0.8386704499391974,0.9360775002271067,0.5519139868591467,0.0,0.49844721518892365,0.0,0.21888933927847587,0.0
svg/g_1/line_50,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.18518518518518517,0.21321443048236724,0.3923794081880827,0.7755106766690096,0.0750771257719339,0.0,0.49844721518892365,0.0,0.17916497770571543,0.0
svg/g_1/line_49,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23919753086419754,0.23919753086419754,0.48966355897851643,0.6291041751114714,0.7820751073819807,0.3946240101700135,0.0,0.49844721518892365,0.0,0.13944061613295503,0.0
svg/g_1/line_48,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25709876543209875,0.25709876543209875,0.5358735306039725,0.6903121199837859,0.7774925898671238,0.46250183724602617,0.0,0.8760943125078214,0.0,0.15443858937981353,0.0
svg/g_1/line_47,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2932098765432099,0.2932098765432099,0.664775030401297,0.8082691528171868,0.7715186503627944,0.6166427942940513,0.0,0.49844721518892365,0.0,0.14349412241588977,0.0
svg/g_1/line_46,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470679012345679,0.3470679012345679,0.4065666801783543,0.564653425212809,0.6677146697995101,0.33443690451657426,0.0,0.49844721518892365,0.0,0.1580867450344548,0.0
svg/g_1/line_45,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3651234567901235,0.3651234567901235,0.5164167004458857,0.674908796108634,0.6758242541431456,0.4707593871350862,0.0,0.49844721518892365,0.0,0.15849209566274827,0.0
svg/g_1/line_44,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49104938271604937,0.49104938271604937,0.43777867855695174,0.6266720713417105,0.5453966196663869,0.42316426407603475,0.0,0.49844721518892365,0.0,0.1888933927847588,0.0
svg/g_1/line_43,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5089506172839506,0.5089506172839506,0.5208755573571139,0.6420753952168625,0.5409290442309095,0.4963007277980454,0.0,0.25817058153525496,0.0,0.12119983785974871,0.0
svg/g_1/line_42,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270061728395061,0.5270061728395061,0.44993919740575594,0.5987028779894609,0.5092748976715127,0.4289871504850232,0.0,0.49844721518892365,0.0,0.14876368058370495,0.0
svg/g_1/line_41,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3830246913580247,0.3830246913580247,0.4454803404945278,0.736522091609242,0.6589353272259205,0.46099291664061687,0.0,0.49844721518892365,0.0,0.29104175111471425,0.0
svg/g_1/line_40,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41913580246913584,0.41913580246913584,0.38386704499391977,0.6380218889339279,0.6071645570082406,0.37590408606651105,0.0,0.7467060835550414,0.0,0.25415484394000804,0.0
svg/g_1/line_39,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45509259259259255,0.45509259259259255,0.16903121199837856,0.3627888123226591,0.5193216081409524,0.10538040275715287,0.0,0.49844721518892365,0.0,0.19375760032428047,0.0
svg/g_1/line_38,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437037037037037,0.437037037037037,0.28698824483177954,0.5995135792460479,0.5732167072557459,0.29112639455566713,0.0,0.49844721518892365,0.0,0.3125253344142683,0.0
svg/g_1/line_37,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4729938271604938,0.4729938271604938,0.23996757194973647,0.5958654235914065,0.531660107089831,0.2642682181306535,0.0,0.13304937136199715,0.0,0.35589785164167,0.0
svg/g_1/line_36,0.375,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4010802469135802,0.4010802469135802,0.4110255370895825,0.6582894203486015,0.6295913394713714,0.40116599849936674,0.0,0.25479001391086514,0.0,0.24726388325901905,0.0
