tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,containment_mds,adjacency_mds,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/rect_143,0.0,1.0,0.3024995881745973,0.28341561871375276,0.8290598290598291,0.7705882352941177,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.0,0.08333333333333333,0.0,0.4041374408559935,0.0,0.0,0.08338461538461538,0.08333333333333333,0.5746921625755176
svg/g/rect_142,0.0,1.0,0.3023684788650156,0.2835432597016846,0.8550724637681162,0.7294117647058824,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.08333333333333333,0.16666666666666663,0.05730266245254987,0.357421132499278,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_141,0.0,1.0,0.3023684788650156,0.2835432597016846,0.8550724637681162,0.7294117647058824,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.16666666666666663,0.24999999999999992,0.10958272457959112,0.32848551020567823,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_140,0.0,1.0,0.34292831895626885,0.24617189892498348,0.5199999999999999,0.7549019607843137,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.24999999999999992,0.3333333333333333,0.16569969654149022,0.28921642242569817,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_139,0.0,1.0,0.3024995881745973,0.28341561871375276,0.8290598290598291,0.7705882352941177,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.3333333333333333,0.4166666666666665,0.22036242656779148,0.2533093620673274,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_138,0.0,1.0,0.3025568951325286,0.28335984240846424,0.8709677419354837,0.696078431372549,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.4166666666666665,0.49999999999999983,0.2749602284111348,0.21737108358411944,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_137,0.0,1.0,0.30386605403707356,0.28208807693555793,0.7727272727272727,0.6549019607843136,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.49999999999999983,0.5833333333333333,0.32965608294444776,0.1812857563578345,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_136,0.0,1.0,0.3023684788650156,0.2835432597016846,0.8550724637681162,0.7294117647058824,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.5833333333333333,0.6666666666666664,0.38426950415127203,0.14520743960603397,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_135,0.0,1.0,0.3024995881745973,0.28341561871375276,0.8290598290598291,0.7705882352941177,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.6666666666666664,0.7499999999999998,0.4389426482630272,0.10908388394476239,0.0,0.0,0.08338461538461538,0.0833333333333334,0.5746921625755176
svg/g/rect_134,0.0,1.0,0.30316995222881526,0.28276371778666376,0.7604790419161673,0.6725490196078431,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.7499999999999998,0.8333333333333333,0.49480213669375184,0.07296228391324378,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_133,0.0,1.0,0.3024995881745973,0.28341561871375276,0.8290598290598291,0.7705882352941177,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.8333333333333333,0.9166666666666665,0.5495041672529136,0.03694238097238753,0.0,0.0,0.08338461538461538,0.0833333333333333,0.5746921625755176
svg/g/rect_132,0.0,1.0,0.3024995881745973,0.28341561871375276,0.8290598290598291,0.7705882352941177,1.0,0.5,0.0,1.0,1.0,0.0,0.08338461538461538,0.9166666666666665,1.0,0.5998440106637238,0.0,0.0,0.0,0.08338461538461538,0.08333333333333348,0.5746921625755176
svg/g/rect_131,0.0,1.0,0.34292831895626885,0.24617189892498348,0.5199999999999999,0.7549019607843137,1.0,0.5,0.0,1.0,1.0,0.08338461538461538,0.16676923076923078,0.0,0.08333333333333333,0.03748785394630931,0.4512616770998753,0.0,0.0,0.0833846153846154,0.08333333333333333,0.5746921625755176
svg/g/rect_130,0.0,1.0,0.3023684788650156,0.2835432597016846,0.8550724637681162,0.7294117647058824,1.0,0.5,0.0,1.0,1.0,0.08338461538461538,0.16676923076923078,0.08333333333333333,0.16666666666666663,0.09222084587048082,0.41591875720548643,0.0,0.0,0.0833846153846154,0.0833333333333333,0.5746921625755176
