tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_mds_1,bbox_mds_2,bbox_width_n,bbox_height_n,bbox_fill_area
svg/line_77,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.08355125158163113,0.16013574285784882,0.13162044517442614,0.22171574106491565,0.09069620337980557,0.13986800516635356,0.0765844912762177,0.09009529589048956,0.0
svg/line_76,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.029505068334108847,0.08584065291748764,0.10708833501765826,0.13468444069294144,0.023132466021836114,0.0834014485669243,0.0563355845833788,0.02759610567528321,0.0
svg/line_75,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.04872830596630285,0.08584065291748764,0.07928247764237037,0.13468444069294144,0.03406653517264131,0.06723823388061503,0.037112346951184795,0.0554019630505711,0.0
svg/line_74,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.05462633983145056,0.08584065291748764,0.05576194430213297,0.13468444069294144,0.036955423102575165,0.05383367068992685,0.031214313086037095,0.07892249639080849,0.0
svg/line_73,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.025688402630153775,0.08584065291748764,0.08677830021955937,0.13468444069294144,0.02090111055124857,0.0726404068465815,0.06015225028733387,0.04790614047338208,0.0
svg/line_72,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.034740538430255034,0.08584065291748764,0.06579472084008826,0.13468444069294144,0.02600104813815883,0.06041709367344494,0.05110011448723262,0.06888971985285319,0.0
svg/line_71,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.1246469596201115,0.16013574285784882,0.21763041370689518,0.3350050807776676,0.11312968599781595,0.24717138235958505,0.035488783237737326,0.11737466707077245,0.0
svg/line_70,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.10347726069354259,0.12693636095596803,0.3319410852591523,0.39277964894287326,0.08782275285963377,0.3399564936206445,0.02345910026242545,0.06083856368372092,0.0
svg/line_69,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.0893287334857144,0.12693636095596803,0.3319410852591523,0.4104289161359243,0.08000007129302192,0.3497512514320552,0.03760762747025362,0.07848783087677197,0.0
svg/line_68,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.10711409490666025,0.12693636095596803,0.3319410852591523,0.41595780680928857,0.0893243490291835,0.35318486486934225,0.019822266049307775,0.0840167215501362,0.0
svg/line_67,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.08303481673676553,0.12693636095596803,0.3319410852591523,0.3867093973388781,0.07690565298791131,0.33640247408130414,0.0439015442192025,0.05476831207972577,0.0
svg/line_66,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.12541009339873035,0.13452533407457498,0.3319410852591523,0.4044427997348519,0.10294640527960318,0.34675801322494126,0.009115240675844643,0.07250171447569961,0.0
svg/line_65,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.08149743078438498,0.12693636095596803,0.3319410852591523,0.35648518097617216,0.07580181865814818,0.320247470980341,0.04543893017158305,0.024544095717019827,0.0
svg/line_64,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.12233504865751563,0.12693636095596803,0.3319410852591523,0.42155994180436474,0.09701916838093412,0.3569708384567778,0.004601312298452404,0.08961885654521244,0.0
svg/line_63,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.15708320774337345,0.193414655325362,0.11173807199953245,0.22171574106491565,0.14584358438607253,0.1273103313381709,0.03633144758198857,0.10997766906538321,0.0
svg/line_62,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.19112525398950547,0.22476890397752303,0.05028318772537334,0.11480206751804777,0.1791896857999238,0.038144319054713695,0.03364364998801755,0.06451887979267443,0.0
svg/line_61,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.19112525398950547,0.20262441606232323,0.03736806746544642,0.11480206751804777,0.16741531829677447,0.03070513421840215,0.011499162072817752,0.07743400005260133,0.0
svg/line_60,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.19112525398950547,0.2190338626618894,0.027645947905507815,0.11480206751804777,0.1757635497584953,0.025269040087901193,0.027908608672383917,0.08715611961253994,0.0
svg/line_59,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.0748210053237052,0.16013574285784882,0.21763041370689518,0.2907832383851237,0.08746433037002575,0.2233420952989153,0.08531473753414365,0.07315282467822859,0.0
svg/line_58,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,1.0,0.06743748284413906,0.07787354043818057,0.20559092229796472,0.2907832383851237,0.04141146205119938,0.21905083315600654,0.0104360575940415,0.08519231608715905,0.0
svg/line_57,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.01646904534427626,0.07711040665956172,0.2877192428666084,0.29777597669766265,0.014686829957905795,0.2667638550390104,0.06064136131528544,0.010056733831054257,0.0
svg/line_56,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.02783300977748387,0.07711040665956172,0.2877192428666084,0.3228126456441305,0.021847530719760363,0.2798184849313788,0.04927739688207785,0.035093402777522105,0.0
svg/line_55,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.03911340000828931,0.07711040665956172,0.2877192428666084,0.3443980488379051,0.02815200208407488,0.29156347702921165,0.03799700665127241,0.05667880597129676,0.0
svg/line_54,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.010920501422235631,0.07711040665956172,0.2877192428666084,0.320646858505182,0.012463276949903613,0.2788850287902687,0.0661899052373261,0.03292761563857363,0.0
svg/line_53,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.01977427555500547,0.07711040665956172,0.2877192428666084,0.3465894162770574,0.017662422726229646,0.29287246515267235,0.05733613110455627,0.058870173410448944,0.0
svg/line_52,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.040871390682854676,0.07711040665956172,0.2877192428666084,0.3643898488815372,0.02884848040037264,0.30277063592505293,0.03623901597670707,0.0766706060149288,0.0
svg/line_51,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.15708320774337345,0.18801153132664608,0.21763041370689518,0.34088735899178896,0.14379680388366017,0.24991929073216,0.03092832358327263,0.12325694528489375,0.0
svg/line_50,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,1.0,0.1246469596201115,0.18801153132664608,0.3309197534196472,0.34088735899178896,0.12993161238662504,0.3102777096401264,0.0633645717065346,0.009967605572141727,0.0
svg/line_49,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.1715167584383816,0.18724839754802722,0.33782336347327363,0.4068242268594231,0.1539724650561777,0.3497004639975722,0.015731639109645697,0.06900086338614946,0.0
svg/line_48,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.18572212999078955,0.22785869834276112,0.33782336347327363,0.3829640502768714,0.18298669891971847,0.33513158457930625,0.04213656835197159,0.045140686803597826,0.0
svg/line_47,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.18572212999078955,0.1994910522743001,0.33782336347327363,0.4050825218783741,0.16761558089970624,0.34852852996919165,0.013768922283510562,0.06725915840510047,0.0
svg/line_46,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.1796851184149255,0.18724839754802722,0.33782336347327363,0.4246253506952331,0.15765176647382456,0.3601620744836795,0.007563279133101733,0.0868019872219594,0.0
svg/line_45,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.18572212999078955,0.22345140044318915,0.33782336347327363,0.40347477769526535,0.18028649383737438,0.346610965794183,0.037729270452399606,0.06565141422199174,0.0
svg/line_44,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.18572212999078955,0.19890496404222846,0.33782336347327363,0.42903570743829855,0.16669303411666908,0.36233368852902165,0.013182834051438925,0.09121234396502495,0.0
svg/line_43,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.18572212999078955,0.21653199035999837,0.33782336347327363,0.4219960926286606,0.176201185460595,0.3574376131807249,0.030809860369208814,0.084172729155387,0.0
svg/line_42,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.15708320774337345,0.23781548936586278,0.21763041370689518,0.2968120298936154,0.1702232902772276,0.2248442479908467,0.08073228162248934,0.07918161618672023,0.0
svg/line_41,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.2917863605877819,0.2937480343751001,0.2981982567004873,0.24197126101153496,0.26444236578624364,0.056260272557775645,0.004450222325387198,0.0
svg/line_40,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.25952109618975777,0.2937480343751001,0.36412143280575465,0.2231476948254897,0.30228791823860085,0.023995008159751516,0.07037339843065449,0.0
svg/line_39,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.27326122879129017,0.2937480343751001,0.34579692698260933,0.23072707144105714,0.2915179345508042,0.03773514076128393,0.05204889260750922,0.0
svg/line_38,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.28447228677585146,0.2937480343751001,0.3250491238348556,0.23718988788919346,0.27957138602517106,0.04894619874584522,0.03130108945975556,0.0
svg/line_37,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.2796329213176974,0.2937480343751001,0.3667941280417349,0.23360016668153125,0.30316871447371624,0.04410683328769116,0.07304609366663477,0.0
svg/line_36,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.2935731384180513,0.2937480343751001,0.3472889691812422,0.2413644193985799,0.29178637561468573,0.05804705038804506,0.05354093480614211,0.0
svg/line_35,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.23552608803000627,0.3015915853014912,0.2937480343751001,0.3207513282900154,0.24633329606204946,0.2767283346700228,0.06606549727148493,0.027003293914915315,0.0
svg/line_34,0.375,1.0,1.0,0.5,0.0,0.0,0.9944904871101227,0.5740213358268657,0.8705882352941178,0.6666666666666667,1.0,0.15708320774337345,0.25131536087116174,0.21763041370689518,0.2277490717722008,0.17846486132666015,0.1876264092183152,0.0942321531277883,0.01011865806530561,0.0
svg/line_33,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.24902595953530524,0.3001490647173699,0.22468507625368547,0.24119259975156032,0.2513868927169072,0.19779150447990898,0.051123105182064685,0.016507523497874838,0.0
svg/line_32,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.24902595953530524,0.30022245539253883,0.200824332761579,0.22672773993269568,0.2507880341116989,0.17737410820722319,0.05119649585723362,0.025903407171116707,0.0
svg/line_31,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.24902595953530524,0.3103706692149605,0.22468507625368547,0.25801140657390775,0.2561377941847273,0.2067934391678716,0.06134470967965527,0.03332633032022229,0.0
svg/line_30,0.375,1.0,1.0,0.5,0.0,0.0,0.007596123493896045,0.5868240888334656,0.5192307692307693,0.592156862745098,0.7071067811865476,0.24902595953530524,0.3162001389088717,0.2065624127700745,0.22672773993269568,0.259325931707728,0.18003542276575374,0.0671741793735665,0.02016532716262119,0.0
