tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,layer_sal,bbox_min_left_n,bbox_max_right_n,bbox_min_top_n,bbox_max_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area,bbox_stroke_area
svg/g_1/polyline_25,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.75,0.00044641658268289444,0.00299414070030213,0.00044641658268289444,0.00299414070030213,0.28610568741727904,0.28610568741727904,0.47970588235294115,0.22554744525547443,0.0,0.14853423075123434
svg/g_1/line_15,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7471264367816092,0.03641166822771463,0.1908613558729256,0.03641166822771463,0.1908613558729256,0.08950842715298642,0.08950842715298642,0.0014705882352941176,0.13759124087591243,0.0,0.08973034403813886
svg/g_1/line_14,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7442528735632183,0.004537423223386984,0.03483369895446628,0.004537423223386984,0.03483369895446628,0.03985320302249239,0.03985320302249239,0.0014705882352941176,0.5543795620437956,0.0,0.12418118040374221
svg/g_1/line_13,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7413793103448276,0.02347296372333717,0.04763592859732834,0.02347296372333717,0.04763592859732834,0.034005177042546825,0.034005177042546825,0.0014705882352941176,0.06678832116788322,0.0,0.07186271590099816
svg/g_1/line_12,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7385057471264368,0.06341619554019431,0.13081933889613784,0.06341619554019431,0.13081933889613784,0.09262534228389757,0.09262534228389757,0.0014705882352941176,0.06678832116788322,0.0,0.07186271590099816
svg/g_1/line_11,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.735632183908046,0.06238964268472379,0.16294280977782144,0.06238964268472379,0.16294280977782144,0.6964717824050366,0.6964717824050366,0.0014705882352941176,0.7175182481751825,0.0,0.1305580404392373
svg/g_1/line_10,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7327586206896551,0.02238916819048893,0.05094809039480479,0.02238916819048893,0.05094809039480479,0.03442402696935012,0.03442402696935012,0.0014705882352941176,0.07116788321167883,0.0,0.07343285734625532
svg/g_1/line_9,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7298850574712643,0.004168629309349148,0.03326578126392157,0.004168629309349148,0.03326578126392157,0.014480932426535812,0.014480932426535812,0.0014705882352941176,0.23467153284671532,0.0,0.10292909760493575
svg/g_1/line_8,0.375,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7270114942528736,0.0011119189194230725,0.0033494872652786375,0.0011119189194230725,0.0033494872652786375,0.0020873707903359628,0.0020873707903359628,0.0014705882352941176,0.14452554744525548,0.0,0.09094587202350456
svg/g_1/polyline_24,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,1.0,0.7241379310344828,2.2681863739772687e-06,0.0020873707903359628,2.2681863739772687e-06,0.0020873707903359628,0.0002340197604042361,0.0002340197604042361,0.12191176470588236,0.48430656934306565,0.0,0.13295307926303218
