tag_name,tag,opacity,fill_h,fill_s,fill_l,stroke_h,stroke_s,stroke_l,stroke_width,layer,bbox_min_top,bbox_max_bottom,bbox_min_left,bbox_max_right,bbox_center_x,bbox_center_y,bbox_width,bbox_height,bbox_fill_area,bbox_stroke_area
svg/g_1/path_15,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 0]",242.56750879515442,378.7248664068932,405.7216499981865,621.9715709109481,513.8466104545673,310.6461876010238,216.24992091276164,136.1573576117388,0.0,0.0
svg/g_1/path_14,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 1]",210.25870912771336,411.6582082548756,354.40767405578003,674.2774667871554,514.3425704214677,310.9584586912945,319.86979273137536,201.39949912716224,0.0,0.0
svg/g_1/path_13,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 2]",177.95066137677642,444.5896676217154,303.09489233370374,726.5803728403715,514.8376325870377,311.27016449924594,423.4854805066678,266.63900624493897,0.0,0.0
svg/g_1/path_12,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0, 0, 3]",145.64352018212057,477.52267818724715,251.78355043630944,778.8857425620985,515.3346464992039,311.5830991846839,527.1021921257891,331.87915800512656,0.0,0.0
svg/g/path_11,6,1.0,27.499999999999996,61.01694915254235,76.86274509803921,0.0,0.0,0.0,0.0,"[0, 1, 0]",242.56750879515442,301.69075725814275,512.8202779662182,617.9710294205736,565.3956536933958,272.12913302664856,105.15075145435537,59.12324846298833,0.0,0.0
svg/g/path_10,6,1.0,8.513513513513512,87.05882352941178,66.66666666666667,0.0,0.0,0.0,0.0,"[0, 1, 1]",298.3188478845509,355.791380620505,567.1999717274249,621.1293443906776,594.1646580590512,327.0551142525279,53.92937266325271,57.472532735954076,0.0,0.0
svg/g/path_9,6,1.0,53.599999999999994,84.26966292134831,65.09803921568627,0.0,0.0,0.0,0.0,"[0, 1, 2]",342.31130839022575,378.88091009461544,462.95773456429663,590.0050740802508,526.4814043222736,360.5961092424206,127.04733951595415,36.5696017043897,0.0,0.0
svg/g/path_8,6,1.0,27.499999999999996,61.01694915254235,76.86274509803921,0.0,0.0,0.0,0.0,"[0, 1, 3]",210.25870912771336,292.9463553201233,512.8202967534221,667.2204445702561,590.020370661839,251.60253222391833,154.40014781683396,82.68764619240994,0.0,0.0
svg/g/path_7,6,1.0,8.513513513513512,87.05882352941178,66.66666666666667,0.0,0.0,0.0,0.0,"[0, 1, 4]",288.8329623826822,387.8786372330576,590.9284359543128,673.8539009306179,632.3911684424654,338.35579980786986,82.92546497630508,99.0456748503754,0.0,0.0
svg/g/path_6,6,1.0,53.599999999999994,84.26966292134831,65.09803921568627,0.0,0.0,0.0,0.0,"[0, 1, 5]",372.26541684565484,411.17376063727835,454.1783529990252,610.1786820445335,532.1785175217793,391.7195887414666,156.0003290455083,38.90834379162351,0.0,0.0
svg/g/path_5,6,1.0,27.499999999999996,61.01694915254235,76.86274509803921,0.0,0.0,0.0,0.0,"[0, 1, 6]",177.95066137677642,239.11269148781332,512.8202887939119,674.219643032856,593.5199659133839,208.5316764322949,161.39935423894406,61.1620301110369,0.0,0.0
svg/g/path_4,6,1.0,8.513513513513512,87.05882352941178,66.66666666666667,0.0,0.0,0.0,0.0,"[0, 1, 7]",226.68192919785307,338.09113564108213,649.8506371828058,724.4602408326701,687.155439007738,282.3865324194676,74.60960364986431,111.40920644322907,0.0,0.0
svg/g/path_3,6,1.0,53.599999999999994,84.26966292134831,65.09803921568627,0.0,0.0,0.0,0.0,"[0, 1, 8]",333.97754907688585,443.6889682978723,316.5642961609387,717.3408837448652,516.9525899529019,388.83325868737904,400.7765875839265,109.71141922098644,0.0,0.0
svg/g/path_2,6,1.0,27.499999999999996,61.01694915254235,76.86274509803921,0.0,0.0,0.0,0.0,"[0, 1, 9]",145.64352018212057,290.2444599933654,512.8202973085027,771.1796872808651,641.9999922946839,217.94399008774297,258.35938997236235,144.60093981124484,0.0,0.0
svg/g/path_1,6,1.0,8.513513513513512,87.05882352941178,66.66666666666667,0.0,0.0,0.0,0.0,"[0, 1, 10]",287.6160199896311,476.28710297240974,474.74785222010445,776.8784258595002,625.8131390398023,381.95156148102046,302.1305736393958,188.67108298277861,0.0,0.0
svg/g/path,6,1.0,53.599999999999994,84.26966292134831,65.09803921568627,0.0,0.0,0.0,0.0,"[0, 1, 11]",309.9999904349832,472.431930571616,251.78355043630944,479.2184060262521,365.5009782312808,391.2159605032996,227.43485558994269,162.43194013663282,0.0,0.0
