tag_name,tag,opacity,fill_h_cos,fill_h_sin,fill_s_n,fill_l_n,stroke_h_cos,stroke_h_sin,stroke_s_n,stroke_l_n,stroke_width,bbox_left_n,bbox_right_n,bbox_top_n,bbox_bottom_n,bbox_center_x_n,bbox_center_y_n,bbox_width_n,bbox_height_n,bbox_fill_area
svg/g/g_1/g_2/path_66,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.08722051601476857,0.16459621108565572,0.226747163229006,0.36338602407593223,0.12590836355021215,0.2950665936524691,0.07737569507088714,0.13663886084692622,0.0
svg/g/g_1/g_2/path_65,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.17075154344061647,0.24600735645476696,0.2657868529373106,0.3996375516249467,0.2083794499476917,0.33271220228112863,0.07525581301415049,0.13385069868763613,0.0
svg/g/g_1/g_2/path_64,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.2944044859634713,0.3643605938357802,0.3148668168074556,0.44202477865857925,0.32938253989962574,0.37844579773301745,0.06995610787230888,0.12715796185112366,0.0
svg/g/g_1/g_2/path_63,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.3782970175698424,0.4471948673941394,0.33661752080830565,0.4626602390485692,0.41274594248199087,0.39963887992843744,0.06889784982429689,0.1260427182402635,0.0
svg/g/g_1/g_2/path_62,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.46516909759892433,0.5312361744640032,0.34944149402970737,0.47046481903900544,0.4982026360314637,0.4099531565343564,0.06606707686507876,0.12102332500929809,0.0
svg/g/g_1/g_2/path_61,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.5513679854855049,0.6153212390231296,0.3489510843809107,0.4711550055328155,0.5833446122543173,0.4100530449568631,0.06395325353762467,0.12220392115190477,0.0
svg/g/g_1/g_2/path_60,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.6378832736790611,0.7039537165048524,0.35055673764056744,0.4710221751837373,0.6709184950919568,0.4107894564121525,0.06607044282579132,0.12046543754316985,0.0
svg/g/g_1/g_2/path_59,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.7232642331125025,0.790957069001722,0.34538326120467144,0.46904512826805794,0.7571106510571123,0.4072141947363647,0.06769283588921939,0.1236618670633866,0.0
svg/g/g_1/g_2/path_58,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.8084566987460438,0.8784114602340676,0.32378876569433723,0.4498309526132044,0.8434340794900557,0.3868098591537708,0.06995476148802379,0.1260421869188672,0.0
svg/g/g_1/g_2/path_57,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.9225694988214413,0.9967653708072235,0.2786132702371352,0.41079051905494507,0.9596674348143325,0.34470189464604006,0.07419587198578219,0.13217724881780984,0.0
svg/g/g_1/g_2/path_56,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,1.0112558316745643,1.0868654071595991,0.23957358052883065,0.3739816353611987,1.0490606194170817,0.3067776079450147,0.07560957548503477,0.13440805483236803,0.0
svg/g/g_1/g_2/path_55,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.08722051601476857,0.16459621108565572,0.36135743898481065,0.4979962998317369,0.12590836355021215,0.42967686940827376,0.07737569507088714,0.13663886084692622,0.0
svg/g/g_1/g_2/path_54,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.1710999203743609,0.24600230751369823,0.40039680990027743,0.534247296059355,0.20855111394402953,0.4673220529798161,0.0749023871393373,0.13385048615907758,0.0
svg/g/g_1/g_2/path_53,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.2944044859634713,0.3643605938357802,0.44947390463488235,0.5760745103412741,0.32938253989962574,0.5127742074880782,0.06995610787230888,0.12660060570639178,0.0
svg/g/g_1/g_2/path_52,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.3779422453107442,0.44719150143342673,0.4712277965641104,0.5967126273382456,0.4125668733720855,0.5339702119511779,0.06924925612268251,0.12548483077413525,0.0
svg/g/g_1/g_2/path_51,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.46516909759892433,0.5312361744640032,0.48349653892636524,0.6045193326142669,0.4982026360314637,0.544007935770316,0.06606707686507876,0.12102279368790171,0.0
svg/g/g_1/g_2/path_50,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.5508159679286538,0.6153212390231296,0.48851646347872696,0.60675088247878,0.5830686034758916,0.5476336729787535,0.06450527109447572,0.11823441900005305,0.0
svg/g/g_1/g_2/path_49,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.6378832736790611,0.7039537165048524,0.48516967000335365,0.6050772200803953,0.6709184950919568,0.5451234450418745,0.06607044282579132,0.11990755007704162,0.0
svg/g/g_1/g_2/path_48,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.7229141731984018,0.7909638009231469,0.47942767967340316,0.603105486378679,0.7569389870607743,0.541266583026041,0.06804962772474517,0.12367780670527591,0.0
svg/g/g_1/g_2/path_47,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.8084566987460438,0.8784114602340676,0.4578406226626174,0.5844412283690091,0.8434340794900557,0.5211409255158131,0.06995476148802379,0.1266006057063918,0.0
svg/g/g_1/g_2/path_46,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.9225694988214413,0.9967653708072235,0.4126682088695139,0.545402920096335,0.9596674348143325,0.47903556448292445,0.07419587198578219,0.1327347112268211,0.0
svg/g/g_1/g_2/path_45,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,1.0112558316745643,1.0868654071595991,0.3741861940987791,0.5085945677239849,1.0490606194170817,0.441390380911382,0.07560957548503477,0.13440837362520577,0.0
svg/g/g_1/g_2/path_44,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.08686540715959913,0.16459452810529945,0.5004324084338304,0.6370712692807565,0.12572996763244929,0.5687518388572935,0.07772912094570032,0.1366388608469261,0.0
svg/g/g_1/g_2/path_43,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.17075154344061647,0.24600735645476696,0.539471779349297,0.6733222655083746,0.2083794499476917,0.6063970224288358,0.07525581301415049,0.13385048615907752,0.0
svg/g/g_1/g_2/path_42,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.2944044859634713,0.3643605938357802,0.588548874083902,0.7151494797902938,0.32938253989962574,0.6518491769370979,0.06995610787230888,0.12660060570639173,0.0
svg/g/g_1/g_2/path_41,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.37864539450358686,0.44718813547271424,0.6103001094061485,0.7357849401802838,0.41291676498815055,0.6730425247932161,0.06854274096912742,0.1254848307741352,0.0
svg/g/g_1/g_2/path_40,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.4648123057633986,0.5312361744640032,0.6225709770539886,0.7435943020632868,0.49802424011370083,0.6830826395586377,0.06642386870060454,0.12102332500929813,0.0
svg/g/g_1/g_2/path_39,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.5508159679286538,0.6158261331300057,0.6275914329277467,0.7458258519277997,0.5833210505293297,0.6867086424277733,0.06501016520135172,0.11823441900005305,0.0
svg/g/g_1/g_2/path_38,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.6378832736790611,0.7039537165048524,0.6242419828453918,0.7441495329224334,0.6709184950919568,0.6841957578839126,0.06607044282579132,0.11990755007704162,0.0
svg/g/g_1/g_2/path_37,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.7229141731984018,0.7909638009231469,0.6185026491224227,0.7421804558276988,0.7569389870607743,0.6803415524750608,0.06804962772474517,0.12367780670527607,0.0
svg/g/g_1/g_2/path_36,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.8084566987460438,0.8784114602340676,0.5969155921116369,0.7235161978180288,0.8434340794900557,0.6602158949648328,0.06995476148802379,0.12660060570639173,0.0
svg/g/g_1/g_2/path_35,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.9225694988214413,0.9967653708072235,0.551740521711552,0.6844757642597693,0.9596674348143325,0.6181081429856607,0.07419587198578219,0.13273524254821736,0.0
svg/g/g_1/g_2/path_34,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,1.0112558316745643,1.0868654071595991,0.5132585069408172,0.647666880566023,1.0490606194170817,0.5804626937534201,0.07560957548503477,0.13440837362520572,0.0
svg/g/g_1/g_2/path_33,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.08686540715959913,0.16459452810529945,0.6408845629420923,0.7775255490746038,0.12572996763244929,0.7092050560083479,0.07772912094570032,0.1366409861325115,0.0
svg/g/g_1/g_2/path_32,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.1710999203743609,0.24600230751369823,0.6799244651789553,0.8137722947310514,0.20855111394402953,0.7468483799550033,0.0749023871393373,0.133847829552096,0.0
svg/g/g_1/g_2/path_31,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.2944044859634713,0.3643605938357802,0.7290042165205419,0.856161115728873,0.32938253989962574,0.7925826661247073,0.06995610787230888,0.12715689920833115,0.0
svg/g/g_1/g_2/path_30,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.37864539450358686,0.44718813547271424,0.7507549205213919,0.8767976387616554,0.41291676498815055,0.8137762796415238,0.06854274096912742,0.1260427182402635,0.0
svg/g/g_1/g_2/path_29,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.4648123057633986,0.5312361744640032,0.7635836756353604,0.884602750073488,0.49802424011370083,0.8240932128544243,0.06642386870060454,0.12101907443812764,0.0
svg/g/g_1/g_2/path_28,0.75,0.7071067811865476,0.038299131430802935,0.3080825490934995,0.9905660377358493,0.5843137254901961,0.3,0.15,0.0,0.9019607843137255,0.3,0.5508159679286538,0.6158261331300057,0.7685993496165517,0.8868342999380011,0.5833210505293297,0.8277168247772764,0.06501016520135172,0.1182349503214494,0.0
svg/g/g_1/g_2/path_27,0.75,0.7071067811865476,1.0,0.5,0.0,0.047058823529411764,0.3,0.15,0.0,0.9019607843137255,0.3,0.6378832736790611,0.7039537165048524,0.7652573380337453,0.8851606375396163,0.6709184950919568,0.8252089877866808,0.06607044282579132,0.11990329950587113,0.0
